,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
0,Anhui,Mainland China,1/23/20 17:00,9.0,,
1,Beijing,Mainland China,1/23/20 17:00,22.0,,
2,Chongqing,Mainland China,1/23/20 17:00,9.0,,
3,Fujian,Mainland China,1/23/20 17:00,5.0,,
4,Gansu,Mainland China,1/23/20 17:00,2.0,,
5,Guangdong,Mainland China,1/23/20 17:00,32.0,,2.0
6,Guangxi,Mainland China,1/23/20 17:00,5.0,,
7,Guizhou,Mainland China,1/23/20 17:00,3.0,,
8,Hainan,Mainland China,1/23/20 17:00,5.0,,
9,Hebei,Mainland China,1/23/20 17:00,1.0,1.0,
10,Heilongjiang,Mainland China,1/23/20 17:00,2.0,,
11,Henan,Mainland China,1/23/20 17:00,5.0,,
12,Hong Kong,Hong Kong,1/23/20 17:00,2.0,,
13,Hubei,Mainland China,1/23/20 17:00,444.0,17.0,28.0
14,Hunan,Mainland China,1/23/20 17:00,9.0,,
15,Inner Mongolia,Mainland China,1/23/20 17:00,,,
16,Jiangsu,Mainland China,1/23/20 17:00,5.0,,
17,Jiangxi,Mainland China,1/23/20 17:00,7.0,,
18,Jilin,Mainland China,1/23/20 17:00,1.0,,
19,Liaoning,Mainland China,1/23/20 17:00,3.0,,
20,Macau,Macau,1/23/20 17:00,2.0,,
21,Ningxia,Mainland China,1/23/20 17:00,1.0,,
22,Qinghai,Mainland China,1/23/20 17:00,,,
23,Shaanxi,Mainland China,1/23/20 17:00,3.0,,
24,Shandong,Mainland China,1/23/20 17:00,6.0,,
25,Shanghai,Mainland China,1/23/20 17:00,16.0,,
26,Shanxi,Mainland China,1/23/20 17:00,1.0,,
27,Sichuan,Mainland China,1/23/20 17:00,8.0,,
28,Taiwan,Taiwan,1/23/20 17:00,1.0,,
29,Tianjin,Mainland China,1/23/20 17:00,4.0,,
30,Tibet,Mainland China,1/23/20 17:00,,,
31,Washington,US,1/23/20 17:00,1.0,,
32,Xinjiang,Mainland China,1/23/20 17:00,2.0,,
33,Yunnan,Mainland China,1/23/20 17:00,2.0,,
34,Zhejiang,Mainland China,1/23/20 17:00,27.0,,
35,,Japan,1/23/20 17:00,1.0,,
36,,Thailand,1/23/20 17:00,3.0,,
37,,South Korea,1/23/20 17:00,1.0,,
38,,Singapore,1/23/20 17:00,1.0,,
39,,Philippines,1/23/20 17:00,,,
40,,Malaysia,1/23/20 17:00,,,
41,,Vietnam,1/23/20 17:00,2.0,,
42,,Australia,1/23/20 17:00,,,
43,,Mexico,1/23/20 17:00,,,
44,,Brazil,1/23/20 17:00,,,
45,,Colombia,1/23/20 17:00,,,
